DATASET_HEATMAP
SEPARATOR SPACE

#label is used in the legend table (can be changed later)
DATASET_LABEL example_heatmap_60

#dataset color (can be changed later)
COLOR #ff0000

MARGIN 0
STRIP_WIDTH 25

SHOW_INTERNAL 0

SHOW_TREE 1

TREE_HEIGHT 1000

COLOR_MIN #ff0000
COLOR_MAX #0000ff

USE_MID_COLOR 1
COLOR_MID #ffff00

FIELD_LABELS FMT102 FMT103 FMT104 FMT105 FMT106 FMT107 FMT108 FMT109 FMT110 FMT111 FMT112 FMT113 FMT114 FMT115 FMT116 FMT117 FMT118 FMT119 FMT120 FMT121 FMT122 FMT123 FMT124 FMT125 FMT126 FMT127 FMT128 FMT129 FMT130 FMT131 FMT132 FMT133 FMT134 FMT135 FMT136 FMT137 FMT138 FMT139 FMT141 FMT142 FMT143 FMT144 FMT145 FMT146 FMT147 FMT148 FMT149 FMT150 FMT151 FMT152 FMT153 FMT154 FMT155 FMT156 FMT157 FMT158 FMT159 FMT161 FMT163 FMT164 FMT165 FMT166 FMT167 FMT168 FMT169 FMT170 FMT171 FMT172 FMT173 FMT174 FMT175 FMT177 FMT178 FMT180 FMT181 FMT182 FMT183 FMT184 FMT185 FMT186 FMT188 FMT189 FMT190 FMT191 FMT192 FMT193 FMT194 FMT195 FMT196 FMT201
DATA
msp_0014 -0.07461818485048421 -0.06794714751242342 -0.07216419392395029 -0.14732804246894468 -0.24040192463013474 -0.07580378921277096 -0.15023343655400723 -0.19877256616484293 -0.14865195549467627 -0.17923943413827212 -0.20346238565422547 -0.0715697067327179 -0.07435226286797934 -0.057924182155411924 -0.09425165851967425 -0.07971796354405537 -0.0875042805036315 -0.08600050476620454 -0.13347171639372477 -0.04017922129933942 -0.05391613041374007 0.5051483635970492 -0.06074072327571504 -0.18592844002329698 -0.18403573461709485 -0.2149932830938358 -0.22492028932134944 -0.17756107467216128 -0.14802777804846276 -0.22657986618476428 -0.06998084420864503 -0.10190998905241148 -0.10028404059894817 -0.13946422543489428 -0.06520346063047855 -0.06904685287838308 -0.07532991524584398 -0.06376477385843328 -0.1695018759589603 -0.12700667484553568 -0.1958212504744234 -0.08564597696195897 -0.17940455633436547 -0.16912605261728442 -0.16005223267114527 -0.08358642516022849 -0.1844813220244017 -0.13070011210928822 -0.15987097855541058 -0.06217902062342128 -0.10404832135879767 -0.09614105977318022 -0.06779676816878129 -0.22698782066192857 -0.19500995457046247 -0.2562661428073954 -0.2761618181375604 -0.09830428025145163 -0.15950282989103876 1.3116851674097074 -0.1353625760248883 -0.10233405158917869 -0.10847398400049926 0.5728424170022132 0.036570453592011706 0.04761656766197745 -0.2192892511694602 -0.1100448921829947 -0.10127656887913741 -0.16850113163754582 -0.151043542407739 -0.08180837293520246 -0.10378234986348027 -0.19565955090998322 -0.17117967670824788 -0.15271900744845787 -0.134809535796577 -0.20390090358431445 -0.223700586685026 -0.1360976064717286 -0.16396337438064612 -0.19796712264701596 -0.23124285731142347 -0.21679176061197114 -0.21616354801444326 -0.19938480511751747 -0.1958885207460136 -0.15376964503964247 -0.21136548082229611 -0.23056453054997025
msp_0015 0.21341142937815602 -0.010665015205618 -0.06494809021765158 -0.14732804246894468 0.3705145965218401 -0.07580378921277096 -0.15023343655400723 2.704255356084957 0.9314522558426471 0.3917988623883467 0.9844722766316066 -0.0715697067327179 0.14666538109740135 -0.057924182155411924 -0.10425242082597798 -0.07432530199452822 -0.08082447232162863 -0.022781833792677973 -0.10509716060666241 0.02654146644743401 0.24542573063962556 -0.14063683350995548 -0.07319703243884702 3.0912077349649447 12.571805557271022 5.021525375002214 0.017291384213231124 0.20066864685401337 -0.06158315501385294 0.19511892616112067 -0.026854870456926083 -0.10190998905241148 -0.10028404059894817 1.7430730487902801 -0.06520346063047855 -0.056370936662939686 -0.06183145215831935 0.3027493498582429 1.329792458424834 8.450257820061207 6.872773152499966 -0.07884168955452381 2.1628157319328394 5.014481454850714 2.2573304287229967 -0.08358642516022849 0.7169253100377799 0.8173967884702553 0.11755693672768508 -0.09538239129118174 -0.10105846180976785 0.086102878876235 -0.06779676816878129 4.503810594434488 2.186478463745637 0.49406490152624055 0.0010671854994040815 -0.08577464134038487 3.410261027618443 2.2569186955092078 -0.1353625760248883 -0.10233405158917869 -0.10847398400049926 -0.04045648081279536 0.412999899164505 -0.1319204139530291 0.887021865508401 -0.011908503621699918 -0.060368315198990774 1.2663042021598019 -0.16425072541945387 -0.11735609046213569 -0.12969823492838092 0.08190729188474931 0.19020819343742965 0.12951263689246448 0.9626615580200634 3.1431392375167753 3.356116194722114 7.801841971446511 4.30850524780471 2.436378207033233 -0.21298590607895868 3.8044126887483047 2.3672484517630705 13.499307119379658 2.0254625294188857 3.3449916196537672 2.5461215576163183 -0.23056453054997025
msp_0016 -0.07461818485048421 -0.06794714751242342 -0.07216419392395029 -0.14732804246894468 -0.24040192463013474 -0.07580378921277096 -0.15023343655400723 -0.20997188131094568 -0.14865195549467627 -0.17923943413827212 -0.20346238565422547 -0.0715697067327179 -0.1017321159154754 -0.057924182155411924 -0.10425242082597798 -0.09015303954692003 -0.0875042805036315 -0.08600050476620454 -0.13347171639372477 -0.04017922129933942 -0.05391613041374007 -0.14063683350995548 -0.07319703243884702 -0.18592844002329698 -0.18403573461709485 -0.2149932830938358 -0.22492028932134944 -0.17756107467216128 -0.1636663418555718 -0.26857545844373554 -0.06998084420864503 -0.10190998905241148 -0.10028404059894817 -0.13946422543489428 -0.06520346063047855 -0.06904685287838308 -0.07532991524584398 -0.06376477385843328 -0.1695018759589603 -0.19134311461797646 -0.1958212504744234 -0.08564597696195897 -0.19268738338631858 -0.16912605261728442 -0.16005223267114527 -0.08358642516022849 -0.1844813220244017 -0.15411164408660652 -0.15987097855541058 -0.09538239129118174 -0.11164693201862412 -0.09614105977318022 -0.06779676816878129 -0.22698782066192857 -0.22164415779325475 -0.2562661428073954 -0.2761618181375604 -0.09830428025145163 -0.15950282989103876 -0.09167036632679623 -0.1353625760248883 -0.10233405158917869 -0.10847398400049926 -0.16514411522224906 -0.203864069947422 -0.2140122168342132 -0.2192892511694602 -0.08600981946076906 -0.09675876011666526 -0.10131704177595498 -0.1381298907986191 -0.11735609046213569 -0.12969823492838092 -0.19565955090998322 -0.17117967670824788 -0.15271900744845787 -0.134809535796577 -0.20390090358431445 -0.223700586685026 -0.1360976064717286 -0.1889881406653506 -0.222151714893826 -0.23124285731142347 -0.21679176061197114 -0.21616354801444326 -0.19938480511751747 -0.1958885207460136 -0.16880207730857177 -0.21136548082229611 -0.23056453054997025
msp_0017 -0.07461818485048421 -0.06794714751242342 -0.07216419392395029 -0.14732804246894468 -0.24040192463013474 -0.07580378921277096 7.898431350430307 6.934640721646944 0.8980862882299027 -0.17923943413827212 1.802428633290276 -0.0715697067327179 -0.1017321159154754 -0.057924182155411924 -0.10425242082597798 -0.03938813501673691 -0.0875042805036315 -0.04485160077607062 -0.13347171639372477 -0.04017922129933942 -0.05391613041374007 -0.14063683350995548 -0.07319703243884702 0.2475830266065009 -0.03880365132946616 0.16070528708934995 -0.22492028932134944 -0.17756107467216128 -0.1636663418555718 -0.09445265968723558 -0.06998084420864503 -0.10190998905241148 -0.10028404059894817 0.19499388020101763 -0.06520346063047855 -0.06904685287838308 -0.07532991524584398 -0.06376477385843328 -0.004598717427450413 0.37762493288439997 1.2156095867128365 -0.08564597696195897 1.313805075533774 5.85344317512063 7.194896613697783 -0.08358642516022849 2.0687245457192907 0.16490125806931347 3.177895233198576 -0.09538239129118174 -0.11164693201862412 -0.09614105977318022 -0.06779676816878129 2.0611056356081527 1.6697639102724606 0.652018160454654 0.18123931832608822 -0.09830428025145163 -0.15950282989103876 -0.09167036632679623 -0.1353625760248883 -0.10233405158917869 -0.10847398400049926 -0.16514411522224906 -0.203864069947422 -0.2140122168342132 -0.2192892511694602 -0.1100448921829947 -0.11038067170449178 -0.16850113163754582 -0.13972682756993557 -0.11735609046213569 -0.12969823492838092 0.10950120795275199 0.3870012336631293 0.42913235318657883 0.027734150700390245 0.50594656038825 -0.223700586685026 0.03077287772862464 -0.12316257194244795 -0.15779815526289984 -0.23124285731142347 0.51172867474809 -0.21616354801444326 0.18226492973136985 0.3218806009379872 -0.13824936851947797 -0.17877882766725386 -0.23056453054997025
msp_0018 -0.07461818485048421 -0.06794714751242342 -0.07216419392395029 -0.14732804246894468 -0.24040192463013474 -0.07580378921277096 -0.15023343655400723 -0.20997188131094568 -0.14865195549467627 -0.17923943413827212 -0.20346238565422547 -0.0715697067327179 -0.1017321159154754 -0.057924182155411924 -0.10425242082597798 -0.09015303954692003 -0.0875042805036315 -0.08600050476620454 -0.13347171639372477 -0.04017922129933942 -0.05391613041374007 -0.14063683350995548 -0.07319703243884702 -0.18592844002329698 -0.18403573461709485 -0.2149932830938358 -0.22492028932134944 -0.17756107467216128 -0.1636663418555718 -0.26857545844373554 -0.06998084420864503 -0.10190998905241148 -0.10028404059894817 -0.13946422543489428 -0.06520346063047855 -0.06904685287838308 -0.07532991524584398 -0.06376477385843328 -0.1695018759589603 -0.19134311461797646 -0.1958212504744234 -0.08564597696195897 -0.17112702669135352 -0.1643072325364938 -0.16005223267114527 -0.08358642516022849 -0.1844813220244017 -0.06129401308666124 -0.15987097855541058 0.25953595531280804 -0.11164693201862412 -0.09614105977318022 -0.06779676816878129 -0.22698782066192857 -0.22164415779325475 -0.2562661428073954 -0.2761618181375604 -0.09830428025145163 -0.15950282989103876 0.2386912272229729 -0.1353625760248883 -0.10233405158917869 -0.10847398400049926 -0.014456213852376136 -0.06823217232959464 -0.09662370890880011 -0.19157555936941573 -0.1100448921829947 -0.099017830202608 -0.16850113163754582 -0.16425072541945387 -0.10590717703479827 -0.12666457224563593 -0.19565955090998322 -0.17117967670824788 -0.15271900744845787 -0.134809535796577 -0.20390090358431445 -0.223700586685026 -0.1360976064717286 -0.17400959498583343 -0.222151714893826 -0.23124285731142347 -0.21679176061197114 -0.21616354801444326 -0.19938480511751747 -0.1958885207460136 -0.16880207730857177 -0.21136548082229611 -0.23056453054997025
msp_0019 -0.07461818485048421 -0.06794714751242342 -0.07216419392395029 -0.14732804246894468 -0.24040192463013474 -0.07580378921277096 -0.15023343655400723 -0.20997188131094568 -0.14865195549467627 -0.17923943413827212 -0.20346238565422547 0.5964954785903304 -0.025252172161112973 -0.050690062948859 -0.07174897366426901 -0.09015303954692003 0.04321408345593701 -0.08600050476620454 -0.13347171639372477 -0.04017922129933942 -0.05391613041374007 0.05392208458348697 -0.047903654561772674 -0.18592844002329698 -0.18403573461709485 -0.2149932830938358 -0.22492028932134944 -0.17756107467216128 -0.1636663418555718 -0.26857545844373554 -0.06998084420864503 -0.10190998905241148 -0.10028404059894817 -0.13946422543489428 -0.06520346063047855 -0.06904685287838308 -0.07532991524584398 -0.06376477385843328 -0.1695018759589603 -0.19134311461797646 -0.1958212504744234 -0.08564597696195897 0.7725023625849395 0.32316743488465427 0.5086462069399371 0.8788630393189507 1.0789436208497503 1.1086787572802053 0.8000149785114814 -0.09538239129118174 -0.11164693201862412 -0.09614105977318022 -0.06779676816878129 -0.22698782066192857 -0.22164415779325475 -0.2562661428073954 -0.2761618181375604 -0.09830428025145163 -0.15950282989103876 -0.09167036632679623 -0.1353625760248883 -0.10233405158917869 -0.10847398400049926 -0.16514411522224906 -0.203864069947422 -0.2140122168342132 -0.2192892511694602 -0.1100448921829947 -0.11038067170449178 -0.16850113163754582 -0.16425072541945387 -0.11735609046213569 -0.12969823492838092 -0.19565955090998322 -0.17117967670824788 -0.15271900744845787 -0.134809535796577 -0.20390090358431445 -0.223700586685026 0.1527499192492689 -0.1889881406653506 -0.222151714893826 -0.23124285731142347 -0.21679176061197114 -0.21616354801444326 0.4777605282425298 -0.0002127612317956193 -0.16880207730857177 -0.21136548082229611 -0.23056453054997025
msp_0020 -0.07461818485048421 -0.06794714751242342 -0.07216419392395029 -0.14732804246894468 -0.24040192463013474 -0.07580378921277096 0.2385966588707571 -0.20997188131094568 -0.14865195549467627 -0.17923943413827212 -0.20346238565422547 -0.06101931624524801 -0.1017321159154754 -0.057924182155411924 -0.10425242082597798 -0.06094726688145062 -0.0875042805036315 -0.08600050476620454 0.01979424758234006 -0.04017922129933942 -0.05391613041374007 -0.11973660851067507 -0.04833928988398827 -0.18592844002329698 -0.18403573461709485 -0.2149932830938358 -0.22492028932134944 -0.17756107467216128 -0.1636663418555718 -0.26857545844373554 -0.06998084420864503 -0.10190998905241148 -0.10028404059894817 -0.13946422543489428 -0.024335273554238812 -0.06904685287838308 -0.07532991524584398 -0.06376477385843328 -0.1695018759589603 -0.19134311461797646 -0.1958212504744234 0.225548245009104 -0.19268738338631858 -0.16912605261728442 -0.16005223267114527 0.25696875997110574 -0.1844813220244017 -0.15411164408660652 -0.15987097855541058 -0.09538239129118174 -0.11164693201862412 -0.09614105977318022 -0.05296782271684366 -0.22698782066192857 -0.22164415779325475 -0.2562661428073954 -0.2761618181375604 -0.09830428025145163 -0.15950282989103876 2.9096665657460994 -0.1353625760248883 -0.10233405158917869 -0.10847398400049926 -0.16514411522224906 -0.203864069947422 -0.2140122168342132 -0.2192892511694602 -0.1100448921829947 -0.11038067170449178 -0.16850113163754582 -0.16425072541945387 -0.11735609046213569 -0.12969823492838092 -0.19565955090998322 -0.17117967670824788 -0.15271900744845787 -0.134809535796577 -0.20390090358431445 -0.223700586685026 -0.1360976064717286 -0.1889881406653506 -0.222151714893826 -0.23124285731142347 -0.21679176061197114 -0.21616354801444326 -0.19938480511751747 -0.1958885207460136 -0.16880207730857177 -0.21136548082229611 -0.23056453054997025
msp_0021 -0.07461818485048421 -0.06794714751242342 -0.07216419392395029 -0.14732804246894468 -0.24040192463013474 -0.07580378921277096 -0.15023343655400723 -0.13827491704278083 -0.14865195549467627 -0.020229225767857434 -0.15485800981765666 0.23750456228949723 -0.1017321159154754 -0.057924182155411924 -0.10425242082597798 -0.09015303954692003 -0.0875042805036315 -0.08600050476620454 -0.13347171639372477 -0.04017922129933942 -0.05391613041374007 -0.14063683350995548 -0.07319703243884702 -0.18592844002329698 -0.18403573461709485 -0.2149932830938358 -0.22492028932134944 0.2113155237146101 -0.1636663418555718 -0.26857545844373554 -0.018751909597679414 0.01141879077798812 -0.10028404059894817 -0.13946422543489428 -0.06520346063047855 -0.06904685287838308 -0.07532991524584398 -0.033403194622249124 0.5484585347780426 -0.19134311461797646 -0.1873572891397966 -0.08564597696195897 0.7400075880760395 0.3044377541318465 0.10333277404496444 -0.08358642516022849 0.809300443527347 0.39572021576709937 0.4494684146458575 0.29984340183835795 -1.1343192671598604e-05 -0.0778781798248792 -0.06779676816878129 -0.16905316399357723 -0.01091185412543097 0.051046428834963735 -0.18146720141275527 -0.09830428025145163 -0.10742718608490122 -0.09167036632679623 0.02298501100466203 -0.022408191214721176 -0.05677165556469991 -0.16514411522224906 -0.203864069947422 -0.2140122168342132 -0.2192892511694602 -0.1100448921829947 -0.11038067170449178 -0.16850113163754582 -0.16425072541945387 -0.11735609046213569 -0.12969823492838092 -0.16752574637726558 -0.10420206279234871 -0.09422734126029207 -0.134809535796577 -0.1263987207333332 -0.07954022933519592 -0.1360976064717286 -0.0806892896226947 -0.10600048844828544 -0.012210752583084624 -0.11046056372680957 0.005266214843163749 -0.19938480511751747 1.0508317004333159 -0.08917025722625217 -0.1299932700396582 -0.06277242998529711
msp_0022 -0.07461818485048421 -0.06794714751242342 -0.07216419392395029 -0.14732804246894468 -0.24040192463013474 -0.07580378921277096 -0.15023343655400723 -0.20997188131094568 -0.14865195549467627 -0.17923943413827212 -0.20346238565422547 -0.0715697067327179 -0.1017321159154754 -0.057924182155411924 -0.10425242082597798 -0.09015303954692003 -0.0875042805036315 -0.08600050476620454 -0.13347171639372477 -0.04017922129933942 -0.05391613041374007 -0.14063683350995548 -0.07319703243884702 -0.18592844002329698 -0.18403573461709485 -0.2149932830938358 -0.20480562601854133 -0.159503235564178 -0.1636663418555718 -0.26857545844373554 -0.06998084420864503 0.6701824132483574 -0.10028404059894817 -0.13078245675734387 -0.06520346063047855 -0.06904685287838308 -0.07532991524584398 -0.06376477385843328 -0.1695018759589603 -0.19134311461797646 -0.1958212504744234 -0.08564597696195897 -0.19268738338631858 -0.16912605261728442 -0.16005223267114527 -0.08358642516022849 -0.1844813220244017 -0.15411164408660652 -0.15987097855541058 0.458638273544038 0.0035513307778481376 -0.07074869885430306 -0.06779676816878129 -0.22698782066192857 -0.22164415779325475 -0.2562661428073954 -0.2761618181375604 -0.06682299159445859 0.5832131379027629 -0.09167036632679623 -0.042916749134604554 -0.07510108393353032 -0.0949828344057967 -0.16514411522224906 -0.203864069947422 -0.2140122168342132 -0.2192892511694602 -0.1100448921829947 -0.11038067170449178 -0.1510294269703478 -0.15573093188022033 -0.06026328204024553 -0.12969823492838092 0.05227142922126858 2.2434694227855383 -0.04317751722986678 -0.134809535796577 -0.20390090358431445 -0.223700586685026 -0.1360976064717286 -0.08629444402693454 -0.09705291218399746 -0.23124285731142347 -0.21679176061197114 -0.21616354801444326 -0.19938480511751747 -0.1958885207460136 -0.06420674693519224 -0.03759983131542735 -0.23056453054997025
msp_0023 -0.07461818485048421 -0.06794714751242342 -0.07216419392395029 -0.14732804246894468 -0.17618490457028702 -0.07580378921277096 -0.15023343655400723 0.0010788617550607576 -0.14865195549467627 0.4822183433519666 0.24600812624206975 -0.0715697067327179 0.004559633813355878 -0.0371537145967064 -0.04460209399271447 0.3263338147486577 0.0798578767260286 -0.08600050476620454 -0.13347171639372477 -0.04017922129933942 -0.05391613041374007 0.449663691677953 -0.04947106389750409 -0.15998433896135772 -0.027456276799546937 -0.1898060176229957 0.26815885832255476 -0.14700887777608532 -0.14114833408971367 -0.24657614161009997 -0.02217212427004116 0.7805258058151788 -0.031823816299268504 -0.13946422543489428 -0.06520346063047855 -0.06904685287838308 -0.07532991524584398 -0.06376477385843328 -0.1695018759589603 -0.19134311461797646 -0.1958212504744234 -0.08564597696195897 0.11006360270140128 -0.0974829183569841 0.018315323971322503 -0.08358642516022849 -0.14275561799574527 0.0018264567462850981 0.09426847996527976 0.5716657040795159 0.018785528715906018 0.024504938823927944 -0.06779676816878129 0.07331919731387336 0.17017829798086423 0.26219011571737433 0.11333725887969773 0.04241584701194454 1.3700304059950053 -0.09167036632679623 0.1207955432095705 -0.01860079195173886 0.010426545765850174 -0.16514411522224906 -0.203864069947422 -0.2140122168342132 -0.2192892511694602 -0.06455314121911135 -0.08311517551372488 -0.03281242655102535 -0.03893833977599247 0.020684350940032615 -0.03854793907032137 -0.19565955090998322 -0.17117967670824788 -0.15271900744845787 -0.134809535796577 -0.11701403026680418 -0.223700586685026 -0.050988960034174816 0.009314425703954346 0.1056267643180725 -0.23124285731142347 -0.0988381200600636 -0.21616354801444326 0.1676751618089079 0.17048692801980556 0.1192689219766158 0.1297202708096223 -0.23056453054997025
msp_0024 -0.07461818485048421 -0.06794714751242342 -0.07216419392395029 -0.14732804246894468 -0.24040192463013474 -0.07580378921277096 -0.15023343655400723 -0.20997188131094568 -0.14865195549467627 -0.17923943413827212 -0.20346238565422547 -0.0715697067327179 -0.1017321159154754 -0.008969181181950017 -0.10425242082597798 -0.06727861367924538 -0.0875042805036315 -0.08600050476620454 -0.10990240262193687 -0.03192768260056507 -0.011136954012415476 -0.14063683350995548 -0.05363178762921147 -0.18592844002329698 -0.18403573461709485 -0.2149932830938358 -0.22492028932134944 -0.17756107467216128 -0.1636663418555718 -0.26857545844373554 -0.06998084420864503 -0.10190998905241148 -0.10028404059894817 -0.13946422543489428 -0.06520346063047855 -0.06904685287838308 -0.07532991524584398 -0.06376477385843328 -0.1695018759589603 -0.19134311461797646 -0.1958212504744234 0.2706988898519921 -0.19268738338631858 -0.16912605261728442 -0.16005223267114527 -0.08358642516022849 -0.1844813220244017 -0.15411164408660652 -0.15987097855541058 0.039940044312210606 -0.11164693201862412 -0.09614105977318022 0.37736137970905803 -0.22698782066192857 -0.22164415779325475 -0.2562661428073954 -0.2761618181375604 -0.09830428025145163 -0.15950282989103876 0.192548886015327 -0.1353625760248883 -0.10233405158917869 -0.02809914179189983 -0.09835062302950574 -0.06747978580076189 -0.16538353645867931 -0.19497424897342916 -0.1100448921829947 0.1288252855229376 -0.16518840713671987 -0.16425072541945387 -0.09704440881456951 -0.09950553060930169 -0.19565955090998322 -0.133340916641822 -0.15271900744845787 -0.134809535796577 -0.20390090358431445 -0.223700586685026 -0.1360976064717286 -0.1889881406653506 -0.17222798943835207 -0.23124285731142347 -0.21679176061197114 -0.21616354801444326 -0.19938480511751747 -0.1958885207460136 -0.16880207730857177 -0.18521505435081145 -0.23056453054997025
msp_0025 -0.07461818485048421 -0.06794714751242342 -0.07216419392395029 -0.14732804246894468 16.818351133841187 -0.07580378921277096 -0.15023343655400723 7.335825480334697 3.0103626027316417 1.2074583475206562 2.4843413959926703 -0.0715697067327179 -0.09820487913452451 -0.057924182155411924 -0.10425242082597798 -0.09015303954692003 -0.0875042805036315 -0.08600050476620454 -0.13347171639372477 0.47530829632968147 -0.05391613041374007 -0.14063683350995548 -0.07319703243884702 -0.18592844002329698 -0.18403573461709485 -0.20613170500795927 0.22019043963346493 0.46172772267243745 16.804401312790258 3.3993372551612144 0.8235226161362819 -0.10190998905241148 -0.10028404059894817 -0.13946422543489428 -0.06520346063047855 -0.06904685287838308 -0.07532991524584398 -0.06376477385843328 -0.1695018759589603 -0.19134311461797646 -0.1958212504744234 0.3968179875264822 3.829055409817864 -0.14042133817060978 -0.16005223267114527 -0.08358642516022849 4.482255223218524 2.332166953034715 1.3146106080550308 -0.09538239129118174 -0.11164693201862412 -0.09614105977318022 -0.06779676816878129 -0.22698782066192857 -0.22164415779325475 -0.2562661428073954 -0.2761618181375604 -0.09830428025145163 -0.15950282989103876 -0.09167036632679623 -0.1353625760248883 -0.10233405158917869 -0.10847398400049926 -0.16514411522224906 -0.203864069947422 5.652318548886973 -0.09036894544995419 -0.043687760675863704 -0.11038067170449178 -0.16850113163754582 -0.16425072541945387 -0.11735609046213569 -0.12969823492838092 -0.19565955090998322 -0.17117967670824788 -0.15271900744845787 -0.134809535796577 2.1063218105654378 -0.223700586685026 -0.09518870911661072 -0.1889881406653506 -0.222151714893826 -0.1345436264372947 2.166085247315329 -0.21616354801444326 -0.12284247156750142 0.5875735058300808 -0.16880207730857177 -0.21136548082229611 0.03264555163471643
msp_0026 -0.07461818485048421 -0.06794714751242342 -0.07216419392395029 -0.14732804246894468 -0.24040192463013474 -0.07580378921277096 -0.15023343655400723 0.048046600079440525 0.28539445775070915 0.3495592075284702 0.3358371547244537 -0.0715697067327179 -0.1017321159154754 -0.057924182155411924 -0.10425242082597798 -0.09015303954692003 -0.0875042805036315 -0.08600050476620454 -0.13347171639372477 -0.04017922129933942 -0.05391613041374007 -0.14063683350995548 -0.07319703243884702 -0.18592844002329698 -0.18403573461709485 -0.2149932830938358 0.3261676179565603 -0.17756107467216128 -0.1636663418555718 -0.21966275509258526 -0.06998084420864503 -0.10190998905241148 -0.10028404059894817 -0.13946422543489428 -0.06520346063047855 -0.06904685287838308 -0.07532991524584398 -0.06376477385843328 0.0517391524708449 -0.11729631689449233 0.4973875946871528 -0.08564597696195897 -0.19268738338631858 -0.16912605261728442 -0.16005223267114527 -0.08358642516022849 -0.1844813220244017 -0.15411164408660652 -0.15987097855541058 0.6204554250357232 0.0005526483332800652 0.11186327481607418 -0.06779676816878129 -0.16140771169942886 -0.07313484520970899 -0.026256843630822018 -0.012865258985528998 -0.09830428025145163 -0.15950282989103876 -0.09167036632679623 -0.1353625760248883 -0.10233405158917869 -0.10847398400049926 -0.08282030131225335 0.2972409285413202 -0.14162167156560934 0.8160158993814781 -0.1100448921829947 -0.11038067170449178 -0.16850113163754582 -0.16425072541945387 -0.11735609046213569 -0.12969823492838092 -0.033227661967473315 0.12247895374207805 -0.09972968058166526 -0.134809535796577 -0.20390090358431445 0.3859674342027774 -0.1360976064717286 -0.1889881406653506 -0.222151714893826 0.06778133795570518 -0.21679176061197114 0.44577719051321385 -0.19938480511751747 -0.1958885207460136 -0.16880207730857177 -0.21136548082229611 0.1242532791576144
msp_0027 -0.07461818485048421 -0.06794714751242342 -0.07216419392395029 -0.14732804246894468 0.20726294971937032 -0.07580378921277096 -0.15023343655400723 -0.12562726736099655 -0.07606946470753116 -0.12358893371114991 -0.11508485676585697 -0.0715697067327179 0.16656989356568447 -0.022313538978828405 -0.09367062036428937 -0.014546425627829034 -0.039604916629252584 -0.08600050476620454 -0.13347171639372477 -0.04017922129933942 -0.05391613041374007 0.42916752100061994 -0.07319703243884702 -0.1301595308627975 -0.10879604502633237 -0.015842986635299344 0.39972842451483764 -0.10579664026866781 -0.15217921969862544 -0.23989249235310275 0.17111031044384375 0.2271445041651 -0.07752303039691415 -0.025368321136264783 -0.06520346063047855 -0.06904685287838308 -0.07532991524584398 -0.06376477385843328 0.283357945612401 -0.11814511745504797 -0.12925518658672583 -0.08564597696195897 0.23810994340419134 0.12084642186051735 0.05928198456372662 -0.08358642516022849 0.14613495511306676 0.08546428817816669 0.013165391505228271 0.2117155805997425 0.14130949058425435 -0.010663056492228509 -0.06779676816878129 -0.0037352392447212958 0.016993733417249742 -0.006249638885009151 0.1669470497223983 -0.07598820697613924 0.10995933132172193 -0.09167036632679623 0.05041187324863305 0.12973685765711598 0.017816831126869537 -0.16514411522224906 -0.203864069947422 -0.2140122168342132 -0.2192892511694602 -0.08459805419659412 -0.09188306769561806 -0.055673418380026374 -0.0789944101992363 -0.0650802880507039 -0.048037663868641466 0.8282445916070836 0.42295742708292816 0.5120481994671121 -0.05205774007073035 0.024414654159881664 -0.223700586685026 -0.0031340243231536653 0.03850173318699428 -0.11296579393852997 -0.23124285731142347 0.03370943424929417 -0.21616354801444326 0.21212304632741105 0.19276739846711932 0.30754356084913875 0.04117236112576094 -0.23056453054997025
msp_0028 -0.07461818485048421 -0.06794714751242342 -0.07216419392395029 -0.14732804246894468 -0.22104655971431897 -0.07580378921277096 -0.15023343655400723 -0.20997188131094568 -0.14865195549467627 -0.17923943413827212 -0.20346238565422547 -0.0715697067327179 -0.1017321159154754 -0.057924182155411924 -0.10425242082597798 -0.09015303954692003 -0.0875042805036315 -0.08600050476620454 -0.13347171639372477 -0.04017922129933942 -0.05391613041374007 -0.14063683350995548 -0.07319703243884702 -0.18592844002329698 -0.18403573461709485 -0.2149932830938358 -0.22492028932134944 -0.17756107467216128 -0.1636663418555718 -0.23723716200714082 -0.06998084420864503 -0.10190998905241148 -0.059834338340806974 -0.13946422543489428 -0.06520346063047855 -0.06904685287838308 -0.07532991524584398 -0.06376477385843328 -0.1695018759589603 -0.19134311461797646 -0.1958212504744234 -0.08564597696195897 -0.19268738338631858 -0.16912605261728442 -0.16005223267114527 -0.08358642516022849 -0.1844813220244017 -0.15411164408660652 -0.15987097855541058 -0.09538239129118174 -0.10200498775215666 -0.09614105977318022 -0.06779676816878129 -0.1941483983173368 -0.18921617601243046 -0.22835579497897301 -0.20175679598574717 -0.09830428025145163 -0.14371828449944288 -0.09167036632679623 -0.1353625760248883 -0.10233405158917869 -0.10847398400049926 -0.16514411522224906 -0.203864069947422 -0.2140122168342132 -0.2192892511694602 -0.1100448921829947 -0.10243008302896285 -0.08507579165830069 -0.15112206839833664 -0.01950892871629509 -0.01069305522057873 -0.19565955090998322 -0.17117967670824788 -0.15271900744845787 -0.134809535796577 -0.1956640041213781 -0.20595540492574235 -0.1360976064717286 -0.1889881406653506 -0.1712960310575831 -0.21182854615672647 -0.21679176061197114 -0.21616354801444326 -0.19938480511751747 -0.1958885207460136 -0.14364885512830144 -0.17030148373763002 -0.21341345246542742
